tsne1,tsne2,pca1,pca2,mds1,mds2,label
13.231389045715332,-59.66364669799805,-5.866705239520034,2.5107954857618084,-255.64426782085044,9.654529071328414,9
62.24049377441406,18.571931838989254,7.313791969557903,4.2278650242341085,207.3762038210566,320.6037464525345,2
-62.70744705200195,43.60095214843751,1.5246102739287126,-6.009395136932995,175.3074339153078,-169.75015949366957,1
-64.07341766357422,31.28276252746582,-1.3202543725675349,-5.977975909672871,33.42594254612687,-235.0632346087673,1
29.772151947021484,-5.671459197998047,1.049369179905634,0.3982036952225895,36.287803046861434,-83.96719269691873,6
-57.659141540527344,51.66432189941406,1.1440570217344332,-4.999974002709075,113.04197440054882,-124.83202309803052,1
3.5630013942718506,7.590110778808594,-3.476393595908285,-2.2179511762409687,-124.36195211670451,-109.36768373390322,4
13.558732032775877,8.257018089294434,-0.8335506940443171,-0.33845375837694236,-41.0118299807884,-109.63738996510484,6
-31.857034683227536,-35.39452362060547,-7.282275100704853,-2.293403189408562,-276.11350921569453,-127.848483940785,5
-31.31229782104492,-56.380474090576165,-6.616719179605032,0.06321513352240035,-275.4440449327352,-59.88267617538472,7
62.588970184326165,31.49845123291016,1.9238109414924605,1.1522583770909125,70.77720483431013,6.6659527340532705,4
-4.244464874267577,-51.329532623291016,-6.167059209286068,1.094870987546804,-245.19531196659156,-39.031080434805,5
-15.997249603271484,-53.88892364501953,-6.137773736844195,0.40488213597554645,-249.69213454040425,-40.69405561899514,7
-33.3058967590332,22.126564025878903,-0.2290605416825312,-4.783015852287972,66.1292605567534,-165.96243878762223,3
44.90570068359375,18.41644096374512,8.760695127982247,2.9105581472110247,275.2847946098945,270.40833612293727,4
-66.05403137207031,27.185983657836918,-0.7487815596118131,-5.81396879507851,46.20812573749712,-242.3053444268251,1
25.137516021728516,-2.980191946029663,-0.6035172555611948,-0.21927995461320224,-35.85284051947448,-118.66867374919984,2
33.98358917236328,1.1802656650543213,3.0371899956368305,1.55065284647943,93.45166083993001,92.16789445276096,4
-6.505608558654785,-26.679340362548828,-1.414297599575722,4.567202071611313,-102.06800570053105,95.96947861097425,8
9.087712287902832,68.7560806274414,6.045842689324672,-2.5237447648665814,274.3765948532781,10.7309362660515,0
45.591331481933594,-9.607291221618652,5.485597767396812,2.6046808235479646,158.87836412546892,203.67104618879844,2
-20.251415252685543,-81.05753326416014,-5.788678719763801,1.392042307002727,-256.54291453890994,-16.779545020692808,5
-11.943728446960447,-76.28973388671875,-5.355707118353818,3.30238618229991,-256.2503771734385,77.93897926475125,7
3.99138617515564,-71.26338958740233,-5.654296204838087,3.1010752293998975,-243.29617161919788,86.78322266949469,9
-61.71508026123047,20.506540298461918,-1.223877224233667,-5.6512654826592,30.676945130659124,-240.61049720905,1
10.730097770690916,1.6273399591445923,-2.701821455246428,-0.7278481929063587,-117.25191246660997,-156.118575237076,4
49.53982925415039,19.00754737854004,6.092570321655894,2.152281280149686,214.3889228824233,141.81319016492955,6
-26.58490753173828,50.6775779724121,6.150176845831364,-4.535239356185631,309.5931305791528,-14.065163317666745,0
27.321386337280277,-65.36067962646484,-4.049819271185419,4.392987266001105,-202.1914139763808,90.46292707581966,9
7.682819843292237,41.8774299621582,4.132573692157247,-3.1220910778376965,212.129323111396,-76.91844514438594,3
-35.01546859741211,-16.725011825561523,2.1399641209418983,5.656274270288596,24.304466522698608,287.9969235158228,8
-48.413875579833984,-0.31347617506980896,-1.7649738820536112,-1.810530715313733,-50.011994744673714,-2.4524438040922996,8
-33.51151657104492,14.947415351867676,-3.488275348999721,-4.353658316691914,-98.69690479827597,-139.8153578166224,3
-4.527410984039307,51.47111511230469,3.863233702782811,-2.8885212587522,188.3548423282272,-43.288134397638025,3
-48.65433883666992,-7.152099609375,-0.18033076304079937,1.044676879837244,-14.118027247416334,48.434538429984144,8
-7.165719985961913,13.198504447937012,-2.0830566416838137,-3.0043287624189805,-73.81048457835541,-220.9658257245704,0
-30.627485275268555,-61.72195053100586,-5.83784100688279,0.790758788852443,-246.831534435388,2.0328507118846035,7
-31.340370178222656,-37.47545623779297,-7.419817489072794,-2.0058138930067946,-284.20262235128286,-128.98109634500383,5
-29.705581665039062,-75.32804107666014,-5.261258046162212,2.3139482113979564,-244.9759917358093,68.13049369583223,7
33.86151885986328,-55.905139923095696,-2.7963052017313546,5.394145864829759,-160.66909523927117,166.56174625869676,9
-1.5576258897781372,77.66051483154298,6.3526668084515086,-1.8016555139491008,270.83724419799734,44.88370115019804,6
-74.17583465576173,35.48478698730469,1.2314329119947407,-5.76457637641619,171.71717250768472,-166.3559940305076,1
-18.964996337890625,52.17634963989258,4.251206865365004,-3.0712782488407897,209.48433897281367,-61.84023858874413,3
9.895480155944824,-67.02359008789062,-4.12613059728065,4.7644722803319715,-202.8766356146844,144.65491751820136,7
36.80266952514648,29.75864791870117,7.241370949778248,1.5767779102131207,265.79793393969624,147.5906680847517,6
12.103421211242676,-49.139694213867195,-6.032320036388139,0.4609459289701832,-234.03035582978683,-88.23604606351317,7
48.09029006958008,1.165434718132019,6.884509827274898,2.3293305058561824,239.7767416334541,160.75179650354497,2
-76.65265655517578,26.94339942932129,1.2243210653710217,-5.812769245904329,138.72104268605455,-193.11008211255736,1
12.770225524902344,3.098966121673584,-1.0655304521534763,-0.925699221242652,-50.888458003525855,-164.8938954707218,2
39.40045928955078,15.445582389831541,4.424934286577979,1.9871228723924608,177.25727943834883,66.12370563721593,2
54.98047637939453,-6.145457744598389,6.967420164837424,3.3790494384200818,194.5004267789864,285.6512363252559,4
12.939305305480955,0.7713146805763245,-2.773619585218431,-0.09648362077654253,-131.34502610440046,-157.0951748397868,4
-22.969554901123047,-37.0612678527832,-7.091580221710112,-1.8734624429983164,-268.0101888933758,-122.06454305369743,5
51.14909744262695,-15.259390830993652,9.323202448369075,5.640262082163588,229.61339167106027,461.25916692394577,8
14.216513633728027,21.35191345214844,0.3844375115751358,-1.859918533922256,20.199962009017195,-224.04348635232367,2
55.706565856933594,-5.960110187530518,5.59876094423762,2.848548426232121,166.336918645078,194.972025871487,2
-5.173136234283447,-22.086338043212887,0.9594344245829841,6.530150428744668,-25.907861022759906,274.74196496253217,8
34.762874603271484,21.253320693969727,3.0119169737844773,1.306170820708349,115.13684887502204,34.16946327009154,4
-10.7090482711792,-26.864509582519528,-0.9473844835936307,5.48806289299917,-86.07030305981998,192.7884449755157,8
-6.404265880584717,13.0838041305542,-2.877433238951779,-3.2495842735256177,-101.07363285429285,-219.56211026810976,0
-31.673603057861328,-65.53649139404297,-6.420362275725926,1.0077486411805168,-287.10805348510775,-36.144119977582335,7
-10.2592191696167,-76.76953887939453,-5.732273959858106,2.775668627440379,-266.9261204458296,23.57564407700544,7
-24.77555084228516,-15.005302429199219,-0.8399363185195629,5.503644272190238,-72.48229803023479,212.87696985282412,8
